1,1910.214600
2,1910.463989
3,1910.435059
4,1911.120117
5,1910.749023
6,1910.313599
7,1910.113525
8,1909.890381
9,1910.886963
10,1911.169067
11,1910.634644
12,1911.506104
13,1911.261597
14,1911.211060
15,1911.012695
16,1911.306274
17,1911.093506
18,1910.901245
19,1910.459106
20,1910.748535
21,1910.301270
22,1911.050049
23,1911.577759
24,1911.126465
25,1911.032349
26,1911.567505
27,1911.263184
28,1910.480347
29,1910.070679
30,1909.479736
31,1908.800659
32,1908.029907
33,1906.988525
34,1905.989258
35,1905.534912
36,1904.338013
37,1903.514282
38,1902.974609
39,1902.171875
40,1900.911743
41,1898.834961
42,1897.010864
43,1895.149536
44,1892.264160
45,1889.474731
46,1886.493774
47,1883.358643
48,1879.999756
49,1875.951782
50,1871.479614
51,1868.241089
52,1863.092651
53,1858.768311
54,1852.052490
55,1845.307861
56,1838.412354
57,1831.970459
58,1824.498047
59,1815.139160
60,1805.996704
61,1795.357544
62,1784.404541
63,1772.760254
64,1760.283569
65,1746.713257
66,1732.512939
67,1718.061279
68,1703.223389
69,1687.143799
70,1669.547607
71,1651.577026
72,1632.111694
73,1612.180786
74,1591.547485
75,1569.373169
76,1547.481567
77,1524.692017
78,1500.142212
79,1474.151367
80,1447.834961
81,1420.692505
82,1393.052002
83,1364.094727
84,1334.211670
85,1303.723877
86,1273.055664
87,1242.023926
88,1210.053955
89,1177.430664
90,1144.969727
91,1112.036255
92,1078.073120
93,1044.223267
94,1011.146118
95,977.335022
96,944.101929
97,910.722168
98,877.111206
99,844.457031
100,811.888733
101,779.305786
102,746.618713
103,714.815613
104,684.321045
105,654.004089
106,624.723633
107,596.152283
108,568.277893
109,540.482300
110,513.902588
111,488.905029
112,464.184387
113,441.357117
114,419.123566
115,398.043213
116,377.466736
117,356.736206
118,337.218719
119,319.188965
120,301.361237
121,284.968719
122,269.187714
123,253.640244
124,239.919250
125,226.172668
126,214.356018
127,202.217102
128,191.189423
129,179.956207
130,170.038055
131,161.001556
132,152.966019
133,144.023636
134,136.574951
135,128.873001
136,121.512398
137,114.250092
138,108.644562
139,102.602997
140,96.978096
141,91.299477
142,86.144310
143,82.376183
144,77.907173
145,73.934799
146,70.265831
147,66.819824
148,63.508652
149,59.959282
150,57.201584
151,54.492352
152,51.667984
153,49.270966
154,47.349117
155,46.103817
156,44.586548
157,43.065815
158,41.475647
159,39.549458
160,38.419060
